,mz(Da),mz_std(Da),Int,Gauss_r2,N_signals,Confidence_interval(Da),Confidence_interval(ppm),mz_min(Da),mz_max(Da),RelativeIntensity(%)
0,245.1261985466333,0.0005,74368.9765625,0.0,1.0,0.0,0.0,245.1261985466333,245.1261985466333,100.0
1,111.04378295826044,0.0005,39632.63671875,0.0,1.0,0.0,0.0,111.04378295826044,111.04378295826044,53.291894753241046
2,101.05984171072271,0.0005,15924.40625,0.0,1.0,0.0,0.0,101.05984171072271,101.05984171072271,21.41270054539081
3,129.05464802909734,0.0005,9226.369140625,0.0,1.0,0.0,0.0,129.05464802909734,129.05464802909734,12.406206952264727
4,86.09656059828248,0.0005,6095.00732421875,0.0,1.0,0.0,0.0,86.09656059828248,86.09656059828248,8.195631573733545
5,187.28937123932434,0.0005,4770.0419921875,0.0,1.0,0.0,0.0,187.28937123932434,187.28937123932434,6.414021293111029
6,246.39717373355126,0.0005,4718.4765625,0.0,1.0,0.0,0.0,246.39717373355126,246.39717373355126,6.344684007496825
7,169.08671526057074,0.0005,4716.8857421875,0.0,1.0,0.0,0.0,169.08671526057074,169.08671526057074,6.342544916190167
8,134.9405721072201,0.0005,4662.45263671875,0.0,1.0,0.0,0.0,134.9405721072201,134.9405721072201,6.269351619758281
9,82.15009283453671,0.0005,4633.2607421875,0.0,1.0,0.0,0.0,82.15009283453671,82.15009283453671,6.230098834685037
10,164.7261983145081,0.0005,4297.10009765625,0.0,1.0,0.0,0.0,164.7261983145081,164.7261983145081,5.778081528451516
11,50.95690088712013,0.0005,4127.94189453125,0.0,1.0,0.0,0.0,50.95690088712013,50.95690088712013,5.5506235063785105
