,mz(Da),mz_std(Da),Int,Gauss_r2,N_signals,Confidence_interval(Da),Confidence_interval(ppm),mz_min(Da),mz_max(Da),RelativeIntensity(%)
0,111.04405809404336,0.0005,25770.85546875,0.0,1.0,0.0,0.0,111.04405809404336,111.04405809404336,100.0
1,101.05955383365284,0.0005,13169.802734375,0.0,1.0,0.0,0.0,101.05955383365284,101.05955383365284,51.103475204169435
2,129.05474685195486,0.0005,7803.67578125,0.0,1.0,0.0,0.0,129.05474685195486,129.05474685195486,30.281011783690364
3,245.13881502009957,0.0005,6045.83154296875,0.0,1.0,0.0,0.0,245.13881502009957,245.13881502009957,23.459956734071117
4,50.871598756767014,0.0005,5563.67919921875,0.0,1.0,0.0,0.0,50.871598756767014,50.871598756767014,21.589035746078835
5,169.08575273435125,0.0005,5545.13232421875,0.0,1.0,0.0,0.0,169.08575273435125,169.08575273435125,21.51706733578493
6,83.04990905651565,0.0005,5178.568359375,0.0,1.0,0.0,0.0,83.04990905651565,83.04990905651565,20.094669987399467
7,177.64599263593982,0.0005,4904.85205078125,0.0,1.0,0.0,0.0,177.64599263593982,177.64599263593982,19.032554261650038
8,130.97604478530903,0.0005,4767.66064453125,0.0,1.0,0.0,0.0,130.97604478530903,130.97604478530903,18.500203263770437
9,52.17070538624361,0.0005,4640.95751953125,0.0,1.0,0.0,0.0,52.17070538624361,52.17070538624361,18.008550492857804
10,259.4561940130658,0.0005,4589.35888671875,0.0,1.0,0.0,0.0,259.4561940130658,259.4561940130658,17.80832961592545
11,82.14936681978003,0.0005,4411.13671875,0.0,1.0,0.0,0.0,82.14936681978003,82.14936681978003,17.116764804718994
12,167.7684559633121,0.0005,4300.92529296875,0.0,1.0,0.0,0.0,167.7684559633121,167.7684559633121,16.689105637894308
13,55.054166264969346,0.0005,4294.6611328125,0.0,1.0,0.0,0.0,55.054166264969346,55.054166264969346,16.66479848920906
14,236.0687347403057,0.0005,3929.141357421875,0.0,1.0,0.0,0.0,236.0687347403057,236.0687347403057,15.246452963838905
15,54.61403153385325,0.0005,3911.19287109375,0.0,1.0,0.0,0.0,54.61403153385325,54.61403153385325,15.17680651244388
