mz(Da),RT(s),id,maxInt,maxInt_frac
245.078155141059,222.81161525346,642.0,149623.13285827637,0.08524631883723434
245.078237473612,217.58211019134,625.0,210063.0858154297,0.07037263735316018
245.078262268419,228.2642522106,659.0,240384.83959960938,0.022442344223504086
245.125894562683,130.19717528916,351.0,301858.2126464844,0.1436644333188563
245.138214111328,164.59406426046,460.0,718165.0032958984,0.0717331885967357
245.138214111328,159.33640625574,440.0,302680.6960449219,0.10978131089277797
245.13827465876,180.09566023446,507.0,331094.20251464844,0.05654110370536241
245.229172197946,47.8683130989,124.0,32788.74337768555,0.05217438943329155
245.229197595879,539.85533406828,1488.0,102914.15185546875,0.04993083799560012
245.229213468953,69.55534126854,180.0,63423.593994140625,0.07595753719735693
245.22923463784,8.69330217936,24.0,149874.92517089844,0.033160795069758144
245.229239596417,534.37916925048,1474.0,113826.59619140625,0.04185619874638931
245.2292430822,42.43956019974,110.0,149609.6376953125,0.03741975805538566
245.229245201522,31.15621306992,81.0,90221.82287597656,0.060843414970009634
245.229253485247,458.47447922328,1279.0,28825.42465209961,0.05275809652372428
245.229263404028,20.00401713942,53.0,98181.42114257812,0.04926922231651431
245.229268820885,82.42725923154,214.0,68379.64721679688,0.06850509885398808
245.22928406839,528.89738729094,1460.0,120471.06689453125,0.040530190840809256
245.229289736946,75.57613422966,196.0,31885.33251953125,0.14525640669696516
245.22929943773,36.69451024626,95.0,36745.84436035156,0.13978856698483294
245.22930145216,64.07963111496,166.0,116007.83129882812,0.044693318065641016
245.229306644439,453.17875316238,1265.0,28357.556213378906,0.05687386532436467
245.22930951037,58.72771027182,152.0,20797.02212524414,0.04878711788203285
245.229315375984,507.11716916658,1404.0,108923.95324707031,0.04395798174508767
245.229315672818,431.5848431835,1209.0,29550.301330566406,0.040363353802567226
245.229317140948,512.5702781925,1418.0,79376.36096191406,0.057148780216918924
245.229320016856,480.35935022928,1335.0,30603.47055053711,0.06076708563982375
245.229334122872,405.1782660732,1139.0,98553.17138671875,0.051565790288242395
245.229349109368,474.85863330462,1321.0,19370.48162841797,0.08073268825661212
245.229351922395,491.12680318452,1363.0,21111.010940551758,0.06134704530153596
245.229353706057,53.2796252022,138.0,116664.82177734375,0.04479065388122453
245.229355091201,14.1100292454,38.0,30924.864501953125,0.14098498009505067
245.229368654601,3.24962022402,10.0,64253.30432128906,0.07168224790482024
245.229374440391,421.05599715804,1181.0,117764.07592773438,0.041209797242278724
245.229375939494,518.04761126136,1432.0,33049.984130859375,0.1438633266883468
245.229394838647,426.1740372429,1195.0,31487.672607421875,0.05665407315007725
245.229397857024,447.82867910958,1251.0,32281.860321044922,0.052564879253180034
245.229400634766,399.81775524714,1122.0,77593.46936035156,0.057329093774520785
245.22941890754,415.91214611628,1168.0,203509.15270996094,0.029156985324207577
245.229419718811,436.9424932251,1223.0,32752.59310913086,0.05938335122821631
245.229422339085,442.33824517824,1237.0,34086.63067626953,0.05806769375501738
245.229423535842,501.7598481426,1390.0,66666.44409179688,0.07370598338118231
245.22943156124,485.85402515028,1349.0,25790.415496826172,0.0748560820295971
245.229436836334,523.5464442024,1446.0,112193.53405761719,0.0432158946238606
245.229446138201,463.95344712828,1293.0,16738.498046875,0.06487655177395019
245.229446411133,25.77563026044,67.0,138052.50390625,0.039853365769664
245.229459953233,496.206133152,1376.0,34775.39791870117,0.037649128582085675
245.229465809531,410.50904324148,1154.0,81530.978515625,0.05754863571436289
245.229495814493,469.36820223426,1307.0,28425.74351501465,0.04128309125341652
246.148681640625,163.28653028106,454.0,1341153.6967163086,0.07953954141213145
246.24265012516,210.03398516274,602.0,1071073.6420288086,0.2012671628410792
246.94367980957,393.6954021702,1101.0,6418715.520904541,0.04874723848267794
247.107513427734,164.16537811854,458.0,1105167.4577448368,0.06803697437258466
247.10751987632,170.04088308906,477.0,320313.81213378906,0.04777107565118439
247.107552221623,158.9098251114,438.0,495438.76580810547,0.10312889161571961
247.107575070149,153.79858925436,421.0,1172325.6926879883,0.11441876889385892
247.107585768503,148.40281417464,403.0,403164.4542236328,0.1096206279149928
248.900497436523,395.022062088,1107.0,355284.7431640625,0.06434440100294005
249.109405933381,248.64695122338,726.0,126044.81945037842,0.17606819916733493
249.109481811523,254.36132624244,745.0,120408.685546875,0.07919627144837633
249.109507551947,243.6058731327,709.0,226704.98516845703,0.11465202464586767
249.109664916992,242.0122671375,703.0,156382.400390625,0.06732156672891267
249.157036744634,121.1620621929,323.0,345101.3836669922,0.1399992915281118
249.157067638098,110.1780691395,291.0,424885.2575683594,0.1506661551200104
249.157113439214,126.63027026748,340.0,295608.65979003906,0.14280303063510744
249.157181686237,115.59403922652,307.0,2125569.437072754,0.2315699608138242
