,mz(Da),mz_std(Da),Int,Gauss_r2,N_signals,Confidence_interval(Da),Confidence_interval(ppm),mz_min(Da),mz_max(Da),RelativeIntensity(%)
0,111.04381698526859,0.0005,35810.8203125,0.0,1.0,0.0,0.0,111.04381698526859,111.04381698526859,100.0
1,101.0598123451476,0.0005,13603.8720703125,0.0,1.0,0.0,0.0,101.0598123451476,101.0598123451476,37.988160984862944
2,245.13977589349247,0.0005,9304.251953125,0.0,1.0,0.0,0.0,245.13977589349247,245.13977589349247,25.98167780556898
3,129.05443562735027,0.0005,8806.9228515625,0.0,1.0,0.0,0.0,129.05443562735027,129.05443562735027,24.592910116857574
4,169.0863430125031,0.0005,8226.0068359375,0.0,1.0,0.0,0.0,169.0863430125031,169.0863430125031,22.970729975336976
5,83.04924189318015,0.0005,5661.55224609375,0.0,1.0,0.0,0.0,83.04924189318015,83.04924189318015,15.809613398097861
6,137.3402209848145,0.0005,4601.46337890625,0.0,1.0,0.0,0.0,137.3402209848145,137.3402209848145,12.849366026111609
7,97.45411705305152,0.0005,4599.580078125,0.0,1.0,0.0,0.0,97.45411705305152,97.45411705305152,12.84410699891029
8,199.23280359242858,0.0005,4334.6025390625,0.0,1.0,0.0,0.0,199.23280359242858,199.23280359242858,12.104169916346425
9,84.80299564386743,0.0005,4316.5283203125,0.0,1.0,0.0,0.0,84.80299564386743,84.80299564386743,12.053698526436122
10,201.37650360123018,0.0005,4174.337890625,0.0,1.0,0.0,0.0,201.37650360123018,201.37650360123018,11.656638563981513
11,83.4374418765696,0.0005,4109.84326171875,0.0,1.0,0.0,0.0,83.4374418765696,83.4374418765696,11.476540402745766
