,mz(Da),mz_std(Da),Int,Gauss_r2,N_signals,Confidence_interval(Da),Confidence_interval(ppm),mz_min(Da),mz_max(Da),RelativeIntensity(%)
0,111.04362408949734,0.0005,8528.2607421875,0.0,1.0,0.0,0.0,111.04362408949734,111.04362408949734,100.0
1,212.482027601715,0.0005,5109.33447265625,0.0,1.0,0.0,0.0,212.482027601715,212.482027601715,59.91062688059541
2,217.88013212366212,0.0005,4984.4833984375,0.0,1.0,0.0,0.0,217.88013212366212,217.88013212366212,58.446658106738184
3,80.39155072082661,0.0005,4936.39599609375,0.0,1.0,0.0,0.0,80.39155072082661,80.39155072082661,57.8827986775128
4,117.44857383787533,0.0005,4925.93896484375,0.0,1.0,0.0,0.0,117.44857383787533,117.44857383787533,57.76018245403981
5,66.07042067667788,0.0005,4734.8798828125,0.0,1.0,0.0,0.0,66.07042067667788,66.07042067667788,55.519877099794236
6,137.52317849960076,0.0005,4581.203125,0.0,1.0,0.0,0.0,137.52317849960076,137.52317849960076,53.71790642302666
7,221.67834495569127,0.0005,4576.32958984375,0.0,1.0,0.0,0.0,221.67834495569127,221.67834495569127,53.660760712974174
8,65.57549107056428,0.0005,4567.94580078125,0.0,1.0,0.0,0.0,65.57549107056428,65.57549107056428,53.56245474747963
9,166.3598957085435,0.0005,4558.576171875,0.0,1.0,0.0,0.0,166.3598957085435,166.3598957085435,53.452589099729195
10,103.6881702188043,0.0005,4376.49169921875,0.0,1.0,0.0,0.0,103.6881702188043,103.6881702188043,51.3175175047026
11,113.72548340192048,0.0005,4367.47021484375,0.0,1.0,0.0,0.0,113.72548340192048,113.72548340192048,51.211734102345154
12,79.16039665590134,0.0005,4257.318359375,0.0,1.0,0.0,0.0,79.16039665590134,79.16039665590134,49.92012425599217
13,131.79123474769688,0.0005,4126.79541015625,0.0,1.0,0.0,0.0,131.79123474769688,131.79123474769688,48.38964866238044
14,150.65958587315322,0.0005,4045.711181640625,0.0,1.0,0.0,0.0,150.65958587315322,150.65958587315322,47.43887767909521
