,ms2_id,Sample_id,explained_Int(%),SummMS2Table_id,Slice_id
0,116.0,0.0,0.9536033764383046,2464.0,0.0
1,140.0,1.0,0.990247867720363,2465.0,0.0
2,128.0,22.0,0.9915071943599035,2453.0,0.0
3,118.0,10.0,0.9616608781768022,2454.0,0.0
4,138.0,2.0,0.9675354691521285,2455.0,0.0
5,120.0,7.0,0.9664019725410601,2456.0,0.0
6,119.0,10.0,0.9598543402181772,2457.0,0.0
7,114.0,6.0,0.9564928447443851,2458.0,0.0
8,54.0,23.0,0.9647050184891234,2459.0,0.0
9,129.0,21.0,0.9675620458036092,2460.0,0.0
10,133.0,19.0,0.9545294573112345,2461.0,0.0
11,151.0,18.0,0.9663007872960614,2462.0,0.0
12,149.0,17.0,0.9599645016425448,2463.0,0.0
