,ms2_id,Sample_id,explained_Int(%),SummMS2Table_id,Slice_id
0,1.0,9.0,0.962796469836287,72.0,0.0
1,3.0,20.0,0.9906026292085355,73.0,0.0
2,2.0,8.0,0.9711817904022721,74.0,0.0
3,1.0,0.0,0.9567851490152336,71.0,0.0
4,3.0,19.0,0.9605717616344653,75.0,0.0
5,4.0,0.0,0.9964553981223745,131.0,0.0
6,13.0,1.0,0.9855970895346884,133.0,0.0
7,5.0,10.0,1.0,135.0,0.0
8,25.0,2.0,0.981199558229715,140.0,0.0
9,26.0,2.0,0.9779680297088797,141.0,0.0
10,6.0,10.0,0.9654682179402256,142.0,0.0
11,4.0,17.0,0.9619251412920162,145.0,0.0
12,7.0,0.0,0.9825474505054252,152.0,0.0
13,14.0,22.0,0.9715889495968385,154.0,0.0
14,7.0,9.0,0.9965832099891399,157.0,0.0
15,3.0,4.0,0.9586541890516143,158.0,0.0
16,7.0,21.0,0.9518804110462938,169.0,0.0
17,16.0,1.0,0.9843937743479164,173.0,0.0
18,5.0,7.0,0.9948113820794731,174.0,0.0
19,20.0,1.0,0.9909104532949409,178.0,0.0
20,4.0,14.0,0.9516741366951057,182.0,0.0
21,3.0,5.0,0.9537271598527047,183.0,0.0
22,3.0,8.0,0.9686154791563572,185.0,0.0
23,22.0,1.0,0.9748186403105823,187.0,0.0
24,37.0,2.0,0.9967428156703392,189.0,0.0
25,8.0,21.0,0.9844711493828269,193.0,0.0
26,39.0,2.0,0.9872387623202219,196.0,0.0
27,3.0,23.0,0.9745545449848805,198.0,0.0
28,2.0,1.0,0.97561359684589,76.0,0.0
29,2.0,18.0,0.9851055445239574,77.0,0.0
30,9.0,22.0,0.9828840944443245,78.0,0.0
31,4.0,20.0,1.0,202.0,0.0
32,42.0,2.0,0.9888474287070771,204.0,0.0
33,4.0,21.0,0.9868906420994495,81.0,0.0
34,12.0,9.0,0.9712883990180893,207.0,0.0
35,3.0,17.0,0.9753292991657629,83.0,0.0
36,3.0,2.0,0.9907144201680659,84.0,0.0
37,13.0,9.0,1.0,209.0,0.0
38,6.0,14.0,1.0,215.0,0.0
39,7.0,2.0,0.9857414373911367,89.0,0.0
40,1.0,10.0,0.9537230450156681,93.0,0.0
41,11.0,22.0,0.9739863474349871,96.0,0.0
42,4.0,19.0,0.9587390255733931,99.0,0.0
43,18.0,9.0,1.0,227.0,0.0
44,2.0,6.0,1.0,229.0,0.0
45,3.0,6.0,0.9879892956454126,230.0,0.0
46,11.0,21.0,0.9522684598638127,231.0,0.0
