,median_mz(Da),N_spectra,min_mz,max_mz,IQR_mz(ppm),mean_Int,min_Int,max_Int,median_Int,Int_Q1,Int_Q3
0,50.45353711233202,3.0,50.45226106094797,50.45477809103506,27.71559990457605,0.06600629170732236,0.0,0.0,0.0,0.0,0.0
1,52.22751958523211,3.0,52.226063073890785,52.228157970872424,22.28387765133353,0.19733229769981017,0.0,0.0,0.0,0.0,0.0
2,52.45659150687162,3.0,52.455533424336714,52.45731314131432,18.84856842243039,0.24301138417908297,0.0,0.0,0.0,0.0,0.0
3,53.924094421575205,3.0,53.922560880119846,53.92482425502876,23.318527987122774,0.18873405209059624,0.0,0.0,0.0,0.0,0.0
4,54.644486425767184,3.0,54.64434840417521,54.64548035536327,11.508238292291672,0.11013813294390484,0.0,0.0,0.0,0.0,0.0
5,55.054289051378895,216.0,55.05411208028679,55.054440822272014,2.2610011911620362,3.5194507291325388,0.0,10.801887340014769,0.0,0.0,8.422570042646987
6,59.03113739185714,4.0,59.03103079416923,59.03132748915726,2.2425329847354454,0.04754544327225963,0.0,0.0,0.0,0.0,0.0
7,59.04915339841137,135.0,59.04901768407187,59.04935962946559,2.3987358646056616,1.2807823916081784,0.0,5.343940660820012,0.0,0.0,0.0
8,61.87497636998275,3.0,61.873087093600034,61.87529214562379,19.798454463384427,0.10298001451314014,0.0,0.0,0.0,0.0,0.0
9,62.19644203752062,3.0,62.194622222072574,62.197042223094705,21.616108064223347,0.15537201121438732,0.0,0.0,0.0,0.0,0.0
10,65.8460864063816,3.0,65.84606155912468,65.84734884770492,10.861090785925917,0.1230627564469932,0.0,0.0,0.0,0.0,0.0
11,67.38624262477444,3.0,67.38385561341566,67.3879112591291,33.436149868287295,0.1508412631659367,0.0,0.0,0.0,0.0,0.0
12,67.56426597380192,3.0,67.56302630058549,67.56588253710824,23.48575900764224,0.2548734549856438,0.0,0.0,0.0,0.0,0.0
13,67.78194707346594,3.0,67.78073923436072,67.7824306423032,13.863146748109491,0.06612844882890959,0.0,0.0,0.0,0.0,0.0
14,72.7017240251036,3.0,72.69914190840068,72.70206006342292,22.299295598884594,0.18823737727168102,0.0,0.0,0.0,0.0,0.0
15,73.04682314611247,15.0,73.04631912800835,73.04708101236635,5.0280577713961785,0.648644559375875,0.0,0.0,0.0,0.0,0.0
16,74.31839747787453,4.0,74.31530546303985,74.31958971720319,34.64610201644689,0.25358712838138603,0.0,0.0,0.0,0.0,0.0
17,75.0262094069766,11.0,75.02588214869434,75.0267656066686,7.3922092248991484,0.5686093297790497,0.0,0.0,0.0,0.0,0.0
18,77.04171823493505,32.0,77.04135585081752,77.04204682238282,2.5425850952664484,1.398697553397198,0.0,0.0,0.0,0.0,0.0
19,81.53750279410448,3.0,81.53681941002395,81.53791442725058,7.460896922797946,0.19134685668867663,0.0,0.0,0.0,0.0,0.0
20,83.04911317714803,258.0,83.04889047517867,83.04939886396288,2.489752412206147,6.9476522885836705,0.0,18.16348687170135,0.0,0.0,15.217137479820208
21,85.02842631548994,117.0,85.02816604505072,85.02882490466735,2.444154462193947,0.9724202640324501,0.0,4.667785026028112,0.0,0.0,0.0
22,85.93058612858356,3.0,85.92826116091723,85.93105509638876,18.063258299585865,0.05472117651161726,0.0,0.0,0.0,0.0,0.0
23,91.05741023932691,85.0,91.05708533828687,91.05777565322525,3.652245563195669,4.734273960959938,0.0,6.272592391329708,0.0,0.0,0.0
24,93.03671372259626,52.0,93.03635975876213,93.03709492613311,2.5885390824121766,2.0108196657590933,0.0,0.0,0.0,0.0,0.0
25,95.08553217473155,148.0,95.08520219277926,95.08595697616958,3.4164037801460787,1.6272078312644866,0.0,6.559924444781581,0.0,0.0,0.0
26,97.10111375137568,15.0,97.10039401483094,97.1016814046623,7.820539694474574,0.12226670820955693,0.0,0.0,0.0,0.0,0.0
27,98.88256245883152,3.0,98.88040968352318,98.88352508214321,17.50335921819974,0.32114666850632295,0.0,0.0,0.0,0.0,0.0
28,101.05959552568495,381.0,101.05939283786036,101.05999148326455,2.064386461670966,36.7593101082191,0.0,67.01057942807694,52.89627973882181,0.0,61.92737436259826
29,101.0678530997296,22.0,101.06639790493956,101.06798469470569,0.9469069862163106,0.14352382246924983,0.0,0.0,0.0,0.0,0.0
30,102.06318856745484,35.0,102.06270895652428,102.06363380520001,4.640130747468329,0.15208117027681423,0.0,0.0,0.0,0.0,0.0
31,105.07268603347941,16.0,105.07019256542486,105.07323113794146,13.033227197457956,0.46984275603387504,0.0,0.0,0.0,0.0,0.0
32,106.46341992538623,4.0,106.46022545736666,106.46562122447102,33.519607938635374,0.2058836181954918,0.0,0.0,0.0,0.0,0.0
33,111.02980097196698,5.0,111.02962620336203,111.02985931571709,1.4762250574160316,0.019981438990717693,0.0,0.0,0.0,0.0,0.0
34,111.03558427689534,35.0,111.03516943754241,111.03581625423341,1.3963572605640018,0.12218332827853476,0.0,0.0,0.0,0.0,0.0
35,111.04392886593979,476.0,111.04371124608238,111.04436745111872,1.5267597058807136,100.0,0.0,147.81955950957072,131.61647249207678,69.63980902529492,144.62537565266285
36,111.05346205930115,18.0,111.05319379010015,111.05365736932593,1.2741513529772608,0.2545029464230622,0.0,0.0,0.0,0.0,0.0
37,112.04750350600919,152.0,112.04698024981997,112.04816064506151,3.2629060732510067,1.6342398175193598,0.0,6.437560123282042,0.0,0.0,0.0
38,120.31709765063826,3.0,120.31540250019923,120.31760769672012,10.182336527398546,0.13595840569683848,0.0,0.0,0.0,0.0,0.0
39,121.41769148863398,3.0,121.41611206300003,121.41948451267267,15.430890906372356,0.0979763336012679,0.0,0.0,0.0,0.0,0.0
40,123.08055076249545,110.0,123.08009308610829,123.08122715543372,4.33094007500017,0.877458888372523,0.0,4.478870025589019,0.0,0.0,0.0
41,125.0961666751348,9.0,125.0956128312685,125.09671946890117,3.909477554014929,0.021519277537809692,0.0,0.0,0.0,0.0,0.0
42,126.05491816127623,11.0,126.05415089719543,126.0559391158471,6.953183424996177,0.09630372004090942,0.0,0.0,0.0,0.0,0.0
43,129.05462352882375,352.0,129.05428236124385,129.05516573555576,2.29004628150202,25.410938020185135,0.0,59.737976396490915,32.46882886719969,0.0,41.90958917933182
44,129.0657348444426,15.0,129.06502937701953,129.06784120020816,13.047465643818384,0.17981295660251886,0.0,0.0,0.0,0.0,0.0
45,130.0580093821224,37.0,130.05736214417885,130.05871661082597,5.299685153894458,0.17305686639313447,0.0,0.0,0.0,0.0,0.0
46,131.4407774361633,3.0,131.43952790069187,131.4409019524669,5.807650503408893,0.2277943569871811,0.0,0.0,0.0,0.0,0.0
47,131.80799607158494,3.0,131.8077204201374,131.80953629452648,7.653701862599392,0.1358433259062808,0.0,0.0,0.0,0.0,0.0
48,138.05493949748205,97.0,138.05404232832808,138.05583811359196,4.815925959686895,2.037058206696001,0.0,8.326502054828484,0.0,0.0,0.0
49,141.09113167918468,146.0,141.0906863726938,141.09169091518123,2.523207200491951,1.4839284123408663,0.0,6.239629145511944,0.0,0.0,0.0
