,ms2_id,Sample_id,explained_Int(%),SummMS2Table_id,Slice_id
0,128.0,19.0,0.9922989479298086,2368.0,0.0
1,146.0,17.0,0.9730341917456847,2369.0,0.0
2,114.0,0.0,0.9590374575513341,2370.0,0.0
3,136.0,2.0,0.9614762838279501,2359.0,0.0
4,137.0,1.0,0.9663133325762653,2360.0,0.0
5,146.0,18.0,0.9781423860325654,2361.0,0.0
6,130.0,9.0,0.962463243508598,2362.0,0.0
7,137.0,2.0,0.971381158226745,2363.0,0.0
8,113.0,0.0,0.9745117865704066,2364.0,0.0
9,131.0,9.0,0.9884014270873904,2365.0,0.0
10,138.0,1.0,0.9508813964580013,2366.0,0.0
11,147.0,18.0,0.9947516972454076,2367.0,0.0
