,mz(Da),mz_std(Da),Int,Gauss_r2,N_signals,Confidence_interval(Da),Confidence_interval(ppm),mz_min(Da),mz_max(Da),RelativeIntensity(%)
0,111.04389497961243,0.0005,134746.359375,0.0,1.0,0.0,0.0,111.04389497961243,111.04389497961243,100.0
1,101.05960248846091,0.0005,66790.765625,0.0,1.0,0.0,0.0,101.05960248846091,101.05960248846091,49.56777009397401
2,129.05448302056857,0.0005,59444.73828125,0.0,1.0,0.0,0.0,129.05448302056857,129.05448302056857,44.11602551414017
3,245.1379839142711,0.0005,39665.22265625,0.0,1.0,0.0,0.0,245.1379839142711,245.1379839142711,29.436953131966575
4,187.09630224617436,0.0005,25970.162109375,0.0,1.0,0.0,0.0,187.09630224617436,187.09630224617436,19.273368297172222
5,83.04901002724412,0.0005,16685.693359375,0.0,1.0,0.0,0.0,83.04901002724412,83.04901002724412,12.383038352033397
6,169.08577790871453,0.0005,16467.306640625,0.0,1.0,0.0,0.0,169.08577790871453,169.08577790871453,12.220965907358119
7,86.09633710761508,0.0005,11910.39453125,0.0,1.0,0.0,0.0,86.09633710761508,86.09633710761508,8.839121581090954
8,55.05414699579438,0.0005,10776.7451171875,0.0,1.0,0.0,0.0,55.05414699579438,55.05414699579438,7.997800584129881
9,147.06531454361556,0.0005,9689.4169921875,0.0,1.0,0.0,0.0,147.06531454361556,147.06531454361556,7.190856240666058
10,143.0701931216513,0.0005,8873.0888671875,0.0,1.0,0.0,0.0,143.0701931216513,143.0701931216513,6.585030503491107
11,100.11199347137186,0.0005,6732.6416015625,0.0,1.0,0.0,0.0,100.11199347137186,100.11199347137186,4.996529503869945
12,128.07015639796472,0.0005,6598.70458984375,0.0,1.0,0.0,0.0,128.07015639796472,128.07015639796472,4.897130149156395
13,85.02818611493743,0.0005,5897.68212890625,0.0,1.0,0.0,0.0,85.02818611493743,85.02818611493743,4.376876790038507
14,141.09085889136384,0.0005,5792.484375,0.0,1.0,0.0,0.0,141.09085889136384,141.09085889136384,4.298805846679299
15,59.04907874304429,0.0005,5679.71826171875,0.0,1.0,0.0,0.0,59.04907874304429,59.04907874304429,4.215118158340781
16,123.08001919325801,0.0005,5348.6171875,0.0,1.0,0.0,0.0,123.08001919325801,123.08001919325801,3.9693964366152286
17,95.08552646086574,0.0005,5130.794921875,0.0,1.0,0.0,0.0,95.08552646086574,95.08552646086574,3.8077428924042125
18,112.04748008355256,0.0005,5055.45068359375,0.0,1.0,0.0,0.0,112.04748008355256,112.04748008355256,3.75182729020856
19,100.07542989989277,0.0005,4833.07470703125,0.0,1.0,0.0,0.0,100.07542989989277,100.07542989989277,3.5867942773732175
20,246.1417946391591,0.0005,4042.22314453125,0.0,1.0,0.0,0.0,246.1417946391591,246.1417946391591,2.9998755909105617
21,138.05500738488143,0.0005,3801.3388671875,0.0,1.0,0.0,0.0,138.05500738488143,138.05500738488143,2.8211069188209743
22,114.09101872320639,0.0005,3614.5556640625,0.0,1.0,0.0,0.0,114.09101872320639,114.09101872320639,2.6824885516967236
23,244.20353782018185,0.0005,3528.84375,0.0,1.0,0.0,0.0,244.20353782018185,244.20353782018185,2.618878733620702
24,142.12275359471028,0.0005,2891.99560546875,0.0,1.0,0.0,0.0,142.12275359471028,142.12275359471028,2.1462513858502903
25,210.14910021056818,0.0005,2676.14501953125,0.0,1.0,0.0,0.0,210.14910021056818,210.14910021056818,1.9860610942990458
26,130.0581081821599,0.0005,2332.923583984375,0.0,1.0,0.0,0.0,130.0581081821599,130.0581081821599,1.7313444272671095
27,159.09187845202086,0.0005,2182.32421875,0.0,1.0,0.0,0.0,159.09187845202086,159.09187845202086,1.6195793555183018
28,244.17372947313186,0.0005,1977.4066162109375,0.0,1.0,0.0,0.0,244.17372947313186,244.17372947313186,1.4675028144603164
29,227.17596484243546,0.0005,1916.445556640625,0.0,1.0,0.0,0.0,227.17596484243546,227.17596484243546,1.4222614737272008
30,102.06343122303127,0.0005,1912.4432373046875,0.0,1.0,0.0,0.0,102.06343122303127,102.06343122303127,1.4192912121524155
31,228.15916120478727,0.0005,1810.2177734375,0.0,1.0,0.0,0.0,228.15916120478727,228.15916120478727,1.3434261094948414
32,81.07005508590433,0.0005,1793.257568359375,0.0,1.0,0.0,0.0,81.07005508590433,81.07005508590433,1.3308393463668486
33,182.15357578480422,0.0005,1622.369873046875,0.0,1.0,0.0,0.0,182.15357578480422,182.15357578480422,1.2040175931817267
34,67.05402546419282,0.0005,1580.939453125,0.0,1.0,0.0,0.0,67.05402546419282,67.05402546419282,1.1732706252383673
35,129.0727650718845,0.0005,1580.015869140625,0.0,1.0,0.0,0.0,129.0727650718845,129.0727650718845,1.1725852011655695
36,209.16474282200352,0.0005,1526.3193359375,0.0,1.0,0.0,0.0,209.16474282200352,209.16474282200352,1.1327351202786438
37,84.08076863811331,0.0005,1517.6077880859375,0.0,1.0,0.0,0.0,84.08076863811331,84.08076863811331,1.1262699750294738
38,227.12566452689668,0.0005,1476.1990966796875,0.0,1.0,0.0,0.0,227.12566452689668,227.12566452689668,1.0955391325797648
39,199.1501982587518,0.0005,1445.88134765625,0.0,1.0,0.0,0.0,199.1501982587518,199.1501982587518,1.0730392675265925
40,227.1502267337965,0.0005,1429.8720703125,0.0,1.0,0.0,0.0,227.1502267337965,227.1502267337965,1.061158221227452
41,97.10083988402204,0.0005,1428.7464599609375,0.0,1.0,0.0,0.0,97.10083988402204,97.10083988402204,1.0603228663007709
42,87.04376705445458,0.0005,1402.968505859375,0.0,1.0,0.0,0.0,87.04376705445458,87.04376705445458,1.041192142308576
43,86.05995419222597,0.0005,1298.9560546875,0.0,1.0,0.0,0.0,86.05995419222597,86.05995419222597,0.9640008536872576
44,125.0955699711471,0.0005,1264.602294921875,0.0,1.0,0.0,0.0,125.0955699711471,125.0955699711471,0.9385057234848763
45,83.08525620660905,0.0005,1211.2493896484375,0.0,1.0,0.0,0.0,83.08525620660905,83.08525620660905,0.8989106609385434
46,187.99994243885038,0.0005,1172.6085205078125,0.0,1.0,0.0,0.0,187.99994243885038,187.99994243885038,0.8702339164833652
47,145.70891218665025,0.0005,1146.976806640625,0.0,1.0,0.0,0.0,145.70891218665025,145.70891218665025,0.851211722498996
48,97.0652792519733,0.0005,1134.7291259765625,0.0,1.0,0.0,0.0,97.0652792519733,97.0652792519733,0.8421222890472343
49,161.08102469722132,0.0005,1115.2545166015625,0.0,1.0,0.0,0.0,161.08102469722132,161.08102469722132,0.8276694982888568
50,126.05430699822777,0.0005,1093.0565185546875,0.0,1.0,0.0,0.0,126.05430699822777,126.05430699822777,0.811195585264537
51,188.10093812834333,0.0005,1092.1083984375,0.0,1.0,0.0,0.0,188.10093812834333,188.10093812834333,0.8104919520668867
